Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
13705,C#,C#,Microsoft SQL Server,MongoDB,AWS,Android,ASP.NET,Angular/Angular.js,Visual Studio
13706,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,Android,Docker,ASP.NET,Vue.js,Android Studio
13707,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Firebase,Android,Docker,Spring,ASP.NET,Android Studio
13709,C,C,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
13710,Assembly,HTML/CSS,MongoDB,Elasticsearch,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Visual Studio
13713,C++,C#,Elasticsearch,DynamoDB,Android,Android,Angular/Angular.js,ASP.NET,Visual Studio
13714,C#,C++,Microsoft SQL Server,Elasticsearch,Windows,Android,Angular/Angular.js,Angular/Angular.js,Sublime Text
13715,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,Docker,Docker,Flask,Drupal,Vim
13716,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Couchbase,AWS,Docker,Django,jQuery,IPython / Jupyter
13719,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Android,Android,Express,Express,Atom
13721,HTML/CSS,C#,MySQL,MySQL,iOS,iOS,Express,Express,Visual Studio
13724,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
13725,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MySQL,MacOS,AWS,React.js,React.js,Sublime Text
13729,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Other(s):,Microsoft SQL Server,Windows,Microsoft Azure,jQuery,jQuery,IntelliJ
13732,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Microsoft SQL Server,Android,Linux,ASP.NET,ASP.NET,Notepad++
13733,Java,Dart,MySQL,Cassandra,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
13734,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Arduino,Angular/Angular.js,ASP.NET,Visual Studio
13743,JavaScript,JavaScript,Firebase,Firebase,AWS,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
13747,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Firebase,Linux,Android,ASP.NET,React.js,Notepad++
13748,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio
13750,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Express,Express,IntelliJ
13751,Bash/Shell/PowerShell,Go,Cassandra,Cassandra,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Atom
13752,HTML/CSS,Bash/Shell/PowerShell,SQLite,Elasticsearch,Heroku,Android,Angular/Angular.js,React.js,Sublime Text
13755,C,C#,MariaDB,MariaDB,Android,Android,ASP.NET,ASP.NET,Notepad++
13758,Objective-C,JavaScript,Microsoft SQL Server,Elasticsearch,iOS,iOS,Angular/Angular.js,Ruby on Rails,RStudio
13759,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Eclipse
13760,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
13762,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,Arduino,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
13763,HTML/CSS,Go,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
13766,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Linux,Linux,ASP.NET,ASP.NET,Notepad++
13768,Bash/Shell/PowerShell,HTML/CSS,Cassandra,Elasticsearch,Docker,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
13771,C#,Dart,Couchbase,Couchbase,Android,Android,Angular/Angular.js,Django,Android Studio
13773,HTML/CSS,HTML/CSS,MySQL,MySQL,Windows,Linux,Angular/Angular.js,Angular/Angular.js,Notepad++
13774,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Spring,Angular/Angular.js,Emacs
13775,HTML/CSS,C,PostgreSQL,Elasticsearch,Linux,Arduino,Flask,Flask,Vim
13777,HTML/CSS,HTML/CSS,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
13779,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Notepad++
13782,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,ASP.NET,ASP.NET,Notepad++
13784,Assembly,Assembly,PostgreSQL,PostgreSQL,Linux,Android,jQuery,React.js,Eclipse
13785,HTML/CSS,Go,MongoDB,MongoDB,Android,Android,jQuery,jQuery,Android Studio
13788,HTML/CSS,JavaScript,DynamoDB,Cassandra,Android,AWS,Angular/Angular.js,Express,Sublime Text
13789,Objective-C,C#,Firebase,Cassandra,iOS,Arduino,Angular/Angular.js,React.js,Xcode
13791,SQL,SQL,Microsoft SQL Server,Microsoft SQL Server,Windows,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio
13792,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,PostgreSQL,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Coda
13796,Java,C++,MariaDB,Firebase,Android,Android,Ruby on Rails,Django,Android Studio
13798,C,HTML/CSS,MySQL,MongoDB,Other(s):,Other(s):,Angular/Angular.js,React.js,Eclipse
13799,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Firebase,Linux,Android,jQuery,Angular/Angular.js,Eclipse
13800,HTML/CSS,Java,MySQL,Elasticsearch,AWS,AWS,jQuery,Angular/Angular.js,Atom
13802,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
13804,C,C++,MongoDB,Cassandra,Microsoft Azure,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
13806,Clojure,HTML/CSS,MongoDB,PostgreSQL,AWS,Docker,React.js,Vue.js,IntelliJ
13814,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,Spring,Angular/Angular.js,IntelliJ
13817,C++,JavaScript,MySQL,MySQL,Docker,Docker,jQuery,Angular/Angular.js,NetBeans
13818,Bash/Shell/PowerShell,Java,MySQL,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
13819,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Redis,Docker,AWS,Angular/Angular.js,Angular/Angular.js,Vim
13820,C#,C#,Microsoft SQL Server,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
13822,HTML/CSS,JavaScript,MongoDB,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
13828,C,Kotlin,Firebase,Firebase,Android,Arduino,Angular/Angular.js,Angular/Angular.js,Android Studio
13829,Elixir,Elixir,Elasticsearch,Cassandra,AWS,AWS,Angular/Angular.js,Flask,Vim
13830,Bash/Shell/PowerShell,Other(s):,Microsoft SQL Server,Elasticsearch,Android,Docker,ASP.NET,React.js,Vim
13831,C#,C#,Microsoft SQL Server,Cassandra,Windows,Docker,ASP.NET,ASP.NET,Visual Studio
13833,Bash/Shell/PowerShell,C#,Couchbase,Cassandra,Linux,Windows,ASP.NET,ASP.NET,Visual Studio
13834,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,AWS,AWS,jQuery,React.js,Notepad++
13841,Bash/Shell/PowerShell,C,DynamoDB,DynamoDB,AWS,AWS,Spring,Angular/Angular.js,IntelliJ
13842,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Linux,Linux,Spring,Spring,IntelliJ
13846,Java,Java,MySQL,MySQL,AWS,AWS,React.js,Angular/Angular.js,IntelliJ
13847,Assembly,C++,MariaDB,MariaDB,Android,Android,ASP.NET,ASP.NET,Android Studio
13848,C++,C#,Microsoft SQL Server,MongoDB,Microsoft Azure,Microsoft Azure,ASP.NET,Angular/Angular.js,Visual Studio
13851,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,AWS,Heroku,Angular/Angular.js,Angular/Angular.js,PHPStorm
13852,Dart,Dart,Elasticsearch,Elasticsearch,AWS,Linux,Django,Django,PyCharm
13856,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Docker,Angular/Angular.js,ASP.NET,Visual Studio
13859,Python,Scala,PostgreSQL,Cassandra,Docker,Docker,React.js,Vue.js,IntelliJ
13860,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Docker,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
13864,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,Android,Android,jQuery,Express,IntelliJ
13865,HTML/CSS,C,MySQL,Elasticsearch,Docker,Android,React.js,React.js,Sublime Text
13867,HTML/CSS,C++,MariaDB,Elasticsearch,Windows,Android,jQuery,jQuery,Notepad++
13868,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Express,Angular/Angular.js,Visual Studio Code
13870,Go,Go,Elasticsearch,DynamoDB,AWS,AWS,Express,React.js,PHPStorm
13873,C#,Kotlin,SQLite,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
13876,Bash/Shell/PowerShell,C#,MongoDB,MongoDB,Windows,Arduino,ASP.NET,ASP.NET,Notepad++
13877,C#,TypeScript,Microsoft SQL Server,Elasticsearch,AWS,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
13878,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Spring,Other(s):,Atom
13880,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Cassandra,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
13881,Bash/Shell/PowerShell,Rust,Elasticsearch,Elasticsearch,Linux,Docker,Express,Angular/Angular.js,Eclipse
13885,Bash/Shell/PowerShell,Go,PostgreSQL,DynamoDB,Android,Kubernetes,Angular/Angular.js,Flask,Android Studio
13887,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Cassandra,Linux,Arduino,ASP.NET,ASP.NET,Sublime Text
13889,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MongoDB,Docker,Docker,Angular/Angular.js,Express,Atom
13892,Bash/Shell/PowerShell,JavaScript,PostgreSQL,Elasticsearch,AWS,Android,Django,Flask,Vim
13893,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Elasticsearch,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
13894,PHP,PHP,Elasticsearch,Elasticsearch,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Vim
13897,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Arduino,Arduino,ASP.NET,ASP.NET,Vim
13898,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Atom
13900,Dart,Dart,MySQL,MongoDB,Android,Android,Django,Django,Android Studio
13902,C#,C#,Elasticsearch,Elasticsearch,Microsoft Azure,AWS,ASP.NET,Angular/Angular.js,Atom
13906,Bash/Shell/PowerShell,HTML/CSS,MongoDB,MongoDB,Android,Android,React.js,React.js,IntelliJ
13911,HTML/CSS,JavaScript,MongoDB,Cassandra,Android,AWS,Angular/Angular.js,Django,Visual Studio Code
13914,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
13915,HTML/CSS,JavaScript,Firebase,MongoDB,Linux,MacOS,jQuery,Express,Visual Studio Code
13916,Assembly,Assembly,MongoDB,MongoDB,AWS,AWS,Django,Angular/Angular.js,Vim
13920,HTML/CSS,Bash/Shell/PowerShell,MongoDB,MongoDB,Linux,AWS,Angular/Angular.js,Angular/Angular.js,Vim
13922,HTML/CSS,Kotlin,Elasticsearch,Cassandra,Linux,AWS,jQuery,React.js,Eclipse
13924,Bash/Shell/PowerShell,C,Microsoft SQL Server,Elasticsearch,Windows,Android,Angular/Angular.js,Flask,Eclipse
13926,Bash/Shell/PowerShell,C,Microsoft SQL Server,Elasticsearch,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Notepad++
13927,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,Flask,Angular/Angular.js,Atom
13933,C++,C++,MariaDB,Elasticsearch,Android,AWS,Django,Express,Notepad++
13934,Go,Go,Elasticsearch,PostgreSQL,Docker,Docker,Flask,Flask,IntelliJ
13935,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Slack,Arduino,Django,Django,Visual Studio Code
13938,Bash/Shell/PowerShell,Go,Elasticsearch,Cassandra,AWS,AWS,jQuery,React.js,IntelliJ
13939,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,DynamoDB,Microsoft Azure,Android,jQuery,Angular/Angular.js,Atom
13940,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Docker,Flask,Flask,Atom
13941,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Django,IntelliJ
13942,Bash/Shell/PowerShell,Go,MariaDB,MariaDB,AWS,Linux,jQuery,Angular/Angular.js,IntelliJ
13945,HTML/CSS,HTML/CSS,MySQL,Elasticsearch,Linux,Linux,jQuery,Angular/Angular.js,Eclipse
13947,Bash/Shell/PowerShell,C,PostgreSQL,Elasticsearch,Android,Docker,React.js,React.js,IPython / Jupyter
13948,Bash/Shell/PowerShell,Java,Couchbase,PostgreSQL,AWS,Arduino,Spring,Spring,NetBeans
13949,C++,C++,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,React.js,Notepad++
13950,Java,Go,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
13951,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,Couchbase,AWS,AWS,Angular/Angular.js,React.js,Vim
13954,C++,C++,MariaDB,Couchbase,Android,Android,Angular/Angular.js,Angular/Angular.js,RStudio
13956,C#,C#,Microsoft SQL Server,MariaDB,Microsoft Azure,Microsoft Azure,ASP.NET,Angular/Angular.js,Notepad++
13959,C#,C#,MongoDB,MongoDB,Docker,Microsoft Azure,ASP.NET,React.js,Visual Studio
13961,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Android Studio
13963,C#,C#,Elasticsearch,Redis,Android,Arduino,Other(s):,Angular/Angular.js,IntelliJ
13967,C#,C#,Microsoft SQL Server,Elasticsearch,Google Cloud Platform,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio
13969,JavaScript,Elixir,MariaDB,Cassandra,Docker,Android,Angular/Angular.js,Laravel,PHPStorm
13975,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,AWS,Express,React.js,Emacs
13976,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,AWS,Raspberry Pi,Angular/Angular.js,ASP.NET,Notepad++
13978,HTML/CSS,C#,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
13979,Bash/Shell/PowerShell,C#,MongoDB,Cassandra,Linux,Docker,Spring,Spring,IntelliJ
13980,Bash/Shell/PowerShell,Assembly,MariaDB,MariaDB,AWS,AWS,Django,Angular/Angular.js,IntelliJ
13982,HTML/CSS,HTML/CSS,MySQL,MySQL,Android,Windows,jQuery,Angular/Angular.js,Notepad++
13990,HTML/CSS,HTML/CSS,MariaDB,MongoDB,Linux,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
13991,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
13996,C#,C#,Microsoft SQL Server,MongoDB,Windows,Arduino,ASP.NET,Angular/Angular.js,Notepad++
13998,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Arduino,AWS,Flask,Django,Atom
13999,C#,C#,MariaDB,MongoDB,Docker,Docker,React.js,React.js,IntelliJ
14002,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Google Cloud Platform,Google Cloud Platform,ASP.NET,ASP.NET,Visual Studio
14004,Java,JavaScript,MySQL,MongoDB,Windows,Heroku,Spring,Spring,IntelliJ
14005,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,DynamoDB,AWS,AWS,Angular/Angular.js,ASP.NET,Visual Studio
14009,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Elasticsearch,Linux,Linux,Angular/Angular.js,Angular/Angular.js,IntelliJ
14013,Java,C++,Microsoft SQL Server,MariaDB,Android,Android,jQuery,React.js,Android Studio
14014,HTML/CSS,Go,Elasticsearch,Elasticsearch,Android,Android,Express,Express,Notepad++
14019,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Couchbase,Heroku,Heroku,Drupal,ASP.NET,Sublime Text
14020,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Cassandra,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Atom
14021,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Linux,Linux,Other(s):,Other(s):,PHPStorm
14025,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Windows,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
14026,HTML/CSS,JavaScript,MariaDB,MariaDB,Linux,Android,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
14027,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,React.js,React.js,Visual Studio Code
14029,C#,C#,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,ASP.NET,ASP.NET,Visual Studio
14030,HTML/CSS,HTML/CSS,MySQL,MongoDB,Linux,Linux,Express,Django,Vim
14033,HTML/CSS,Kotlin,Firebase,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
14034,Bash/Shell/PowerShell,Go,Couchbase,Couchbase,AWS,Docker,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
14035,Assembly,Assembly,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
14036,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Oracle,Linux,Linux,Angular/Angular.js,Flask,Notepad++
14037,Bash/Shell/PowerShell,Bash/Shell/PowerShell,SQLite,SQLite,Linux,Google Cloud Platform,React.js,React.js,Vim
14038,Bash/Shell/PowerShell,Go,Microsoft SQL Server,Elasticsearch,Docker,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,IntelliJ
14039,C#,C#,MariaDB,Firebase,Windows,AWS,ASP.NET,ASP.NET,IntelliJ
14041,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Linux,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
14043,C,Assembly,Microsoft SQL Server,PostgreSQL,Linux,Docker,Express,Angular/Angular.js,Vim
14044,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Cassandra,AWS,AWS,Django,Django,Vim
14046,Assembly,F#,Firebase,MongoDB,Android,Linux,Angular/Angular.js,Laravel,Android Studio
14048,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Oracle,AWS,Android,Spring,Angular/Angular.js,IntelliJ
14049,C++,JavaScript,MongoDB,MongoDB,Linux,Linux,Angular/Angular.js,Angular/Angular.js,IntelliJ
14050,Assembly,Assembly,Elasticsearch,Elasticsearch,Google Cloud Platform,Android,Angular/Angular.js,Angular/Angular.js,NetBeans
14052,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
14054,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,AWS,React.js,React.js,IPython / Jupyter
14055,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,Arduino,Angular/Angular.js,React.js,Emacs
14056,Java,Erlang,MySQL,Elasticsearch,AWS,Android,Angular/Angular.js,Spring,Atom
14058,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,PostgreSQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14060,Assembly,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Arduino,Arduino,ASP.NET,ASP.NET,Notepad++
14061,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
14065,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Docker,Vue.js,Vue.js,Atom
14066,HTML/CSS,HTML/CSS,Firebase,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
14067,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Arduino,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14069,JavaScript,Dart,Other(s):,Firebase,Google Cloud Platform,Android,Flask,Angular/Angular.js,Android Studio
14071,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,Firebase,Docker,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14072,HTML/CSS,JavaScript,DynamoDB,DynamoDB,AWS,AWS,React.js,React.js,Sublime Text
14073,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Redis,Docker,Docker,Express,Vue.js,Atom
14077,Bash/Shell/PowerShell,C,MongoDB,MongoDB,Android,Arduino,Angular/Angular.js,Angular/Angular.js,Vim
14078,C#,JavaScript,DynamoDB,MongoDB,Android,Android,Angular/Angular.js,Vue.js,Visual Studio Code
14081,C#,C++,Microsoft SQL Server,MongoDB,Windows,Android,ASP.NET,Angular/Angular.js,Visual Studio
14085,HTML/CSS,HTML/CSS,Microsoft SQL Server,Cassandra,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
14089,C++,HTML/CSS,Elasticsearch,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
14093,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Linux,Docker,jQuery,Django,Notepad++
14094,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MongoDB,AWS,Android,Angular/Angular.js,React.js,Eclipse
14095,C++,C++,MySQL,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Emacs
14103,C#,C#,MongoDB,MongoDB,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
14109,C#,C#,MongoDB,Microsoft SQL Server,Microsoft Azure,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
14110,C++,C++,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,Angular/Angular.js,Django,IPython / Jupyter
14112,Elixir,Java,PostgreSQL,Elasticsearch,Docker,Docker,jQuery,jQuery,IntelliJ
14116,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
14117,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,PostgreSQL,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
14119,Assembly,Assembly,MariaDB,MariaDB,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Eclipse
14120,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Notepad++
14121,C,C,MariaDB,MariaDB,Arduino,Linux,Angular/Angular.js,Django,Atom
14126,Java,JavaScript,MySQL,MongoDB,AWS,AWS,Express,Express,IntelliJ
14127,C#,C#,MongoDB,MongoDB,Android,Android,ASP.NET,ASP.NET,Visual Studio
14128,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Notepad++
14130,HTML/CSS,HTML/CSS,Firebase,Elasticsearch,Heroku,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
14131,HTML/CSS,Erlang,Elasticsearch,Elasticsearch,Docker,Docker,Express,Django,Atom
14132,Bash/Shell/PowerShell,C#,Other(s):,SQLite,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Notepad++
14137,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Elasticsearch,Android,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
14141,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Oracle,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
14144,C,Kotlin,Cassandra,DynamoDB,Android,Heroku,Django,Django,Android Studio
14145,HTML/CSS,HTML/CSS,Firebase,Firebase,MacOS,MacOS,React.js,React.js,Visual Studio Code
14146,Bash/Shell/PowerShell,Python,Elasticsearch,Firebase,Google Cloud Platform,Docker,ASP.NET,Angular/Angular.js,Atom
14147,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Notepad++
14148,HTML/CSS,HTML/CSS,Microsoft SQL Server,Elasticsearch,Android,Android,React.js,Angular/Angular.js,Sublime Text
14149,Python,Go,Elasticsearch,MongoDB,AWS,AWS,Django,Django,Vim
14150,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Android Studio
14152,Python,Python,PostgreSQL,MongoDB,Linux,Docker,Django,Django,IPython / Jupyter
14155,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Cassandra,Microsoft Azure,AWS,Angular/Angular.js,Django,Notepad++
14157,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Microsoft SQL Server,Android,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
14158,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,PostgreSQL,Android,Android,Angular/Angular.js,Angular/Angular.js,Emacs
14159,JavaScript,Dart,MongoDB,DynamoDB,Android,AWS,React.js,Django,Vim
14161,JavaScript,C++,DynamoDB,Elasticsearch,AWS,AWS,Angular/Angular.js,Express,Sublime Text
14167,Bash/Shell/PowerShell,Go,MongoDB,Elasticsearch,Android,Android,Angular/Angular.js,Spring,Android Studio
14169,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
